Date,Open,High,Low,Close,Volume
2016-11-17,21.22,22,20.11,22,35684
2016-11-18,22,22.23,21.48,21.93,8806
2016-11-21,21.54,22.59,21.54,22.55,14489
2016-11-22,22.69,22.69,22.3,22.55,6470
2016-11-23,22.53,22.53,21.92,22.5,5776
2016-11-24,22.02,23.61,22.02,23.49,56823
2016-11-25,23.6,23.6,22.71,22.73,3372
2016-11-28,22.59,22.6,22.5,22.5,614
2016-11-29,22.85,22.85,21.31,21.95,4046
2016-11-30,22.45,22.5,21.95,22.5,2592
2016-12-01,22.6,22.6,22.4,22.55,532
2016-12-02,22.6,22.6,22,22.49,747
2016-12-05,22.49,22.49,21.11,22.2,1674
2016-12-06,22.47,22.47,21.21,21.21,4978
2016-12-07,21.31,21.58,21,21.01,3666
2016-12-08,21.01,21.85,19.77,21.85,6350
2016-12-09,21.85,21.85,21.11,21.5,3856
2016-12-12,21.4,21.87,20.43,21.87,2914
2016-12-13,21.86,22.37,21.5,22.3,8574
2016-12-14,22.34,22.36,22,22.3,173
2016-12-15,22.1,22.36,22,22.25,1813
2016-12-16,22.3,22.3,21,22,5132
2016-12-19,22.15,22.15,21.98,22.15,799
2016-12-20,22.15,22.15,21.74,21.99,3
2016-12-21,22,22,21.52,22,1154
2016-12-22,21.51,22.84,21.51,22,17493
2016-12-23,22,22,21.99,21.99,2
2016-12-27,21.99,22,21.79,22,1548
2016-12-28,22,22.49,21.5,22.01,10930
2016-12-29,22.01,22.49,21.99,22.41,5502
2016-12-30,22.48,22.5,21.9,22.5,6423
2017-01-02,22.5,22.5,22.03,22.47,371
2017-01-03,22.47,22.47,22.25,22.25,3
2017-01-04,22.44,22.5,20.67,22.5,2898
2017-01-05,22.5,22.5,21.89,21.89,24249
2017-01-09,21.89,21.99,21.89,21.99,601
2017-01-10,21.9,21.9,21.32,21.4,923
2017-01-11,21.9,21.9,21.77,21.8,114
2017-01-12,21.8,21.9,21.33,21.4,1348
2017-01-13,21.8,21.8,21.77,21.77,2
2017-01-16,21.7,21.7,21.6,21.6,2
2017-01-17,21.7,21.7,21.5,21.5,402
2017-01-18,21.1,21.25,21.1,21.25,788
2017-01-19,21.5,21.5,20.6,21.1,674
2017-01-20,21.2,21.5,19.3,20.5,3050
2017-01-23,20.5,21,20.5,20.99,781
